Country,Income_group,Code,Year,Cereal_energy_share,GDP,Population
Saint Kitts and Nevis,High income,KNA,1935,NA,NA,38435
Saint Kitts and Nevis,High income,KNA,1936,NA,NA,38644
Saint Kitts and Nevis,High income,KNA,1937,NA,NA,38853
Saint Kitts and Nevis,High income,KNA,1938,NA,NA,39064
Saint Kitts and Nevis,High income,KNA,1990,NA,14210.259765625,40663
Saint Kitts and Nevis,High income,KNA,1843,NA,NA,25459
Saint Kitts and Nevis,High income,KNA,1844,NA,NA,25897
Saint Kitts and Nevis,High income,KNA,2014,NA,23921.240234375,47816
Saint Kitts and Nevis,High income,KNA,1978,NA,NA,43486
Saint Kitts and Nevis,High income,KNA,1979,NA,NA,43298
Saint Kitts and Nevis,High income,KNA,1980,NA,NA,43117
Saint Kitts and Nevis,High income,KNA,2018,NA,27499.02734375,47787
Saint Kitts and Nevis,High income,KNA,1934,NA,NA,38228
Saint Kitts and Nevis,High income,KNA,1850,NA,NA,28683
Saint Kitts and Nevis,High income,KNA,2008,28,23706.375,47180
Saint Kitts and Nevis,High income,KNA,2009,29,22549.716796875,47310
Saint Kitts and Nevis,High income,KNA,1961,NA,NA,56262
Saint Kitts and Nevis,High income,KNA,1939,NA,NA,39356
Saint Kitts and Nevis,High income,KNA,1856,NA,NA,31881
Saint Kitts and Nevis,High income,KNA,1857,NA,NA,32448
Saint Kitts and Nevis,High income,KNA,1977,NA,NA,43625
Saint Kitts and Nevis,High income,KNA,1845,NA,NA,26342
Saint Kitts and Nevis,High income,KNA,2015,NA,23966.498046875,47814
Saint Kitts and Nevis,High income,KNA,1847,NA,NA,27254
Saint Kitts and Nevis,High income,KNA,1981,NA,NA,42971
Saint Kitts and Nevis,High income,KNA,1982,NA,NA,42816
Saint Kitts and Nevis,High income,KNA,2017,NA,26982.9296875,47811
Saint Kitts and Nevis,High income,KNA,1810,NA,NA,17202
Saint Kitts and Nevis,High income,KNA,1852,NA,NA,29712
Saint Kitts and Nevis,High income,KNA,1853,NA,NA,30240
Saint Kitts and Nevis,High income,KNA,1962,NA,NA,55424
Saint Kitts and Nevis,High income,KNA,1842,NA,NA,25029
Saint Kitts and Nevis,High income,KNA,1998,29,18060.013671875,44256
Saint Kitts and Nevis,High income,KNA,2021,NA,NA,47631
Saint Kitts and Nevis,High income,KNA,1933,NA,NA,38022
Saint Kitts and Nevis,High income,KNA,1964,NA,NA,53277
Saint Kitts and Nevis,High income,KNA,1965,NA,NA,52036
Saint Kitts and Nevis,High income,KNA,2016,NA,26953.0625,47814
Saint Kitts and Nevis,High income,KNA,1960,NA,NA,56679
Saint Kitts and Nevis,High income,KNA,1846,NA,NA,26794
Saint Kitts and Nevis,High income,KNA,1969,NA,NA,46157
Saint Kitts and Nevis,High income,KNA,1959,NA,NA,56251
Saint Kitts and Nevis,High income,KNA,1963,NA,NA,54409
Saint Kitts and Nevis,High income,KNA,1854,NA,NA,30778
Saint Kitts and Nevis,High income,KNA,1855,NA,NA,31325
Saint Kitts and Nevis,High income,KNA,1975,NA,NA,43908
Saint Kitts and Nevis,High income,KNA,1966,NA,NA,50707
Saint Kitts and Nevis,High income,KNA,1848,NA,NA,27723
Saint Kitts and Nevis,High income,KNA,1972,NA,NA,44437
Saint Kitts and Nevis,High income,KNA,1849,NA,NA,28199
Saint Kitts and Nevis,High income,KNA,1851,NA,NA,29193
Saint Kitts and Nevis,High income,KNA,1971,NA,NA,44605
Saint Kitts and Nevis,High income,KNA,1970,NA,NA,44991
Saint Kitts and Nevis,High income,KNA,1973,NA,NA,44263
Saint Kitts and Nevis,High income,KNA,1974,NA,NA,44078
Saint Kitts and Nevis,High income,KNA,1976,NA,NA,43764
Saint Kitts and Nevis,High income,KNA,1967,NA,NA,49289
Saint Kitts and Nevis,High income,KNA,1968,NA,NA,47792
Saint Lucia,Upper middle income,LCA,1902,NA,NA,51662
Saint Lucia,Upper middle income,LCA,1901,NA,NA,51530
Saint Lucia,Upper middle income,LCA,1896,NA,NA,48190
Saint Lucia,Upper middle income,LCA,1903,NA,NA,51594
Saint Lucia,Upper middle income,LCA,600,NA,NA,587
Saint Lucia,Upper middle income,LCA,1899,NA,NA,50681
Saint Lucia,Upper middle income,LCA,1888,NA,NA,42516
Saint Lucia,Upper middle income,LCA,1900,NA,NA,51202
Saint Lucia,Upper middle income,LCA,-1000,NA,NA,174
Saint Lucia,Upper middle income,LCA,700,NA,NA,640
Saint Lucia,Upper middle income,LCA,1904,NA,NA,51525
Saint Lucia,Upper middle income,LCA,1894,NA,NA,46474
Saint Lucia,Upper middle income,LCA,200,NA,NA,414
Saint Lucia,Upper middle income,LCA,1913,NA,NA,52145
Saint Lucia,Upper middle income,LCA,1816,NA,NA,24000
Saint Lucia,Upper middle income,LCA,100,NA,NA,380
Saint Lucia,Upper middle income,LCA,1889,NA,NA,42950
Saint Lucia,Upper middle income,LCA,1890,NA,NA,43477
Saint Lucia,Upper middle income,LCA,1891,NA,NA,44099
Saint Lucia,Upper middle income,LCA,300,NA,NA,452
Saint Lucia,Upper middle income,LCA,1905,NA,NA,51457
Saint Lucia,Upper middle income,LCA,1895,NA,NA,47324
Saint Lucia,Upper middle income,LCA,1897,NA,NA,49072
Saint Lucia,Upper middle income,LCA,1892,NA,NA,44818
Saint Lucia,Upper middle income,LCA,1935,NA,NA,67948
Saint Lucia,Upper middle income,LCA,1815,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1937,NA,NA,70076
Saint Lucia,Upper middle income,LCA,1500,NA,NA,1285
Saint Lucia,Upper middle income,LCA,1914,NA,NA,52492
Saint Lucia,Upper middle income,LCA,1818,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1819,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1820,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1821,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1893,NA,NA,45639
Saint Lucia,Upper middle income,LCA,-3000,NA,NA,43
Saint Lucia,Upper middle income,LCA,1813,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1898,NA,NA,49970
Saint Lucia,Upper middle income,LCA,1910,NA,NA,51361
Saint Lucia,Upper middle income,LCA,1911,NA,NA,51539
Saint Lucia,Upper middle income,LCA,1912,NA,NA,51800
Saint Lucia,Upper middle income,LCA,1886,NA,NA,41832
Saint Lucia,Upper middle income,LCA,1885,NA,NA,41494
Saint Lucia,Upper middle income,LCA,-9000,NA,NA,0
Saint Lucia,Upper middle income,LCA,-8000,NA,NA,1
Saint Lucia,Upper middle income,LCA,-7000,NA,NA,2
Saint Lucia,Upper middle income,LCA,-6000,NA,NA,5
Saint Lucia,Upper middle income,LCA,800,NA,NA,699
Saint Lucia,Upper middle income,LCA,900,NA,NA,762
Saint Lucia,Upper middle income,LCA,-2000,NA,NA,87
Saint Lucia,Upper middle income,LCA,0,NA,NA,348
Saint Lucia,Upper middle income,LCA,1933,NA,NA,65885
Saint Lucia,Upper middle income,LCA,1934,NA,NA,66909
Saint Lucia,Upper middle income,LCA,1975,NA,NA,111511
Saint Lucia,Upper middle income,LCA,1936,NA,NA,69004
Saint Lucia,Upper middle income,LCA,1814,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1817,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1939,NA,NA,72221
Saint Lucia,Upper middle income,LCA,400,NA,NA,493
Saint Lucia,Upper middle income,LCA,500,NA,NA,538
Saint Lucia,Upper middle income,LCA,1887,NA,NA,42173
Saint Lucia,Upper middle income,LCA,-4000,NA,NA,21
Saint Lucia,Upper middle income,LCA,1810,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1812,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1906,NA,NA,51388
Saint Lucia,Upper middle income,LCA,1907,NA,NA,51320
Saint Lucia,Upper middle income,LCA,1908,NA,NA,51252
Saint Lucia,Upper middle income,LCA,1909,NA,NA,51265
Saint Lucia,Upper middle income,LCA,1869,NA,NA,31919
Saint Lucia,Upper middle income,LCA,1600,NA,NA,1402
Saint Lucia,Upper middle income,LCA,1700,NA,NA,1530
Saint Lucia,Upper middle income,LCA,1710,NA,NA,1655
Saint Lucia,Upper middle income,LCA,1915,NA,NA,52841
Saint Lucia,Upper middle income,LCA,1942,NA,NA,75192
Saint Lucia,Upper middle income,LCA,1943,NA,NA,76112
Saint Lucia,Upper middle income,LCA,1822,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1811,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1879,NA,NA,38949
Saint Lucia,Upper middle income,LCA,1880,NA,NA,39555
Saint Lucia,Upper middle income,LCA,1881,NA,NA,40071
Saint Lucia,Upper middle income,LCA,1882,NA,NA,40496
Saint Lucia,Upper middle income,LCA,1883,NA,NA,40826
Saint Lucia,Upper middle income,LCA,1884,NA,NA,41159
Saint Lucia,Upper middle income,LCA,-10000,NA,NA,0
Saint Lucia,Upper middle income,LCA,2020,NA,12048.927734375,179245
Saint Lucia,Upper middle income,LCA,1927,NA,NA,60262
Saint Lucia,Upper middle income,LCA,1928,NA,NA,61131
Saint Lucia,Upper middle income,LCA,1929,NA,NA,62026
Saint Lucia,Upper middle income,LCA,1877,NA,NA,37482
Saint Lucia,Upper middle income,LCA,1000,NA,NA,832
Saint Lucia,Upper middle income,LCA,1932,NA,NA,64878
Saint Lucia,Upper middle income,LCA,1809,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1974,NA,NA,109757
Saint Lucia,Upper middle income,LCA,1851,NA,NA,24361
Saint Lucia,Upper middle income,LCA,1976,NA,NA,113445
Saint Lucia,Upper middle income,LCA,1977,NA,NA,115398
Saint Lucia,Upper middle income,LCA,1938,NA,NA,71164
Saint Lucia,Upper middle income,LCA,1980,NA,NA,121651
Saint Lucia,Upper middle income,LCA,1940,NA,NA,73246
Saint Lucia,Upper middle income,LCA,1941,NA,NA,74236
Saint Lucia,Upper middle income,LCA,1983,NA,NA,128455
Saint Lucia,Upper middle income,LCA,-5000,NA,NA,10
Saint Lucia,Upper middle income,LCA,1931,NA,NA,63899
Saint Lucia,Upper middle income,LCA,1986,NA,NA,134820
Saint Lucia,Upper middle income,LCA,1987,NA,NA,136792
Saint Lucia,Upper middle income,LCA,1100,NA,NA,907
Saint Lucia,Upper middle income,LCA,1200,NA,NA,990
Saint Lucia,Upper middle income,LCA,1300,NA,NA,1080
Saint Lucia,Upper middle income,LCA,1400,NA,NA,1178
Saint Lucia,Upper middle income,LCA,1870,NA,NA,32526
Saint Lucia,Upper middle income,LCA,1871,NA,NA,33163
Saint Lucia,Upper middle income,LCA,1872,NA,NA,33832
Saint Lucia,Upper middle income,LCA,1873,NA,NA,34532
Saint Lucia,Upper middle income,LCA,1916,NA,NA,53192
Saint Lucia,Upper middle income,LCA,1984,NA,NA,130640
Saint Lucia,Upper middle income,LCA,1985,NA,NA,132770
Saint Lucia,Upper middle income,LCA,1878,NA,NA,38257
Saint Lucia,Upper middle income,LCA,2013,NA,14133.484375,173992
Saint Lucia,Upper middle income,LCA,2014,NA,14317.3564453125,174814
Saint Lucia,Upper middle income,LCA,2015,NA,14057.607421875,175638
Saint Lucia,Upper middle income,LCA,2016,NA,14497.595703125,176429
Saint Lucia,Upper middle income,LCA,2017,NA,14928.396484375,177175
Saint Lucia,Upper middle income,LCA,2018,NA,15286.279296875,177894
Saint Lucia,Upper middle income,LCA,2019,NA,15200.8720703125,178594
Saint Lucia,Upper middle income,LCA,1926,NA,NA,59406
Saint Lucia,Upper middle income,LCA,1803,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1804,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1805,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1876,NA,NA,36721
Saint Lucia,Upper middle income,LCA,1807,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1808,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1973,NA,NA,108136
Saint Lucia,Upper middle income,LCA,1850,NA,NA,24171
Saint Lucia,Upper middle income,LCA,1972,NA,NA,106474
Saint Lucia,Upper middle income,LCA,1852,NA,NA,24611
Saint Lucia,Upper middle income,LCA,1853,NA,NA,24920
Saint Lucia,Upper middle income,LCA,1979,NA,NA,119480
Saint Lucia,Upper middle income,LCA,1856,NA,NA,25872
Saint Lucia,Upper middle income,LCA,1981,NA,NA,123929
Saint Lucia,Upper middle income,LCA,1982,NA,NA,126208
Saint Lucia,Upper middle income,LCA,1859,NA,NA,26889
Saint Lucia,Upper middle income,LCA,1930,NA,NA,62949
Saint Lucia,Upper middle income,LCA,1861,NA,NA,27716
Saint Lucia,Upper middle income,LCA,1944,NA,NA,77043
Saint Lucia,Upper middle income,LCA,1823,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1988,NA,NA,138676
Saint Lucia,Upper middle income,LCA,1989,NA,NA,140471
Saint Lucia,Upper middle income,LCA,2021,NA,NA,179663
Saint Lucia,Upper middle income,LCA,1868,NA,NA,31341
Saint Lucia,Upper middle income,LCA,2003,NA,12826.21484375,163060
Saint Lucia,Upper middle income,LCA,2004,NA,13648.5849609375,164252
Saint Lucia,Upper middle income,LCA,2005,NA,13460.5751953125,165394
Saint Lucia,Upper middle income,LCA,2006,NA,14124.21484375,166476
Saint Lucia,Upper middle income,LCA,1720,NA,NA,1791
Saint Lucia,Upper middle income,LCA,1860,NA,NA,27285
Saint Lucia,Upper middle income,LCA,1917,NA,NA,53546
Saint Lucia,Upper middle income,LCA,2012,NA,14667.1611328125,173139
Saint Lucia,Upper middle income,LCA,1919,NA,NA,54278
Saint Lucia,Upper middle income,LCA,1920,NA,NA,54787
Saint Lucia,Upper middle income,LCA,1921,NA,NA,55394
Saint Lucia,Upper middle income,LCA,1922,NA,NA,56101
Saint Lucia,Upper middle income,LCA,1923,NA,NA,56910
Saint Lucia,Upper middle income,LCA,1924,NA,NA,57730
Saint Lucia,Upper middle income,LCA,1925,NA,NA,58562
Saint Lucia,Upper middle income,LCA,1802,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1843,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1844,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1845,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1806,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1847,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1848,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1849,NA,NA,24057
Saint Lucia,Upper middle income,LCA,1971,NA,NA,104798
Saint Lucia,Upper middle income,LCA,1825,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1826,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1827,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1854,NA,NA,25234
Saint Lucia,Upper middle income,LCA,1978,NA,NA,117414
Saint Lucia,Upper middle income,LCA,1857,NA,NA,26198
Saint Lucia,Upper middle income,LCA,1858,NA,NA,26527
Saint Lucia,Upper middle income,LCA,1992,NA,12378.3642578125,146433
Saint Lucia,Upper middle income,LCA,1993,NA,12307.818359375,148610
Saint Lucia,Upper middle income,LCA,1994,NA,12359.9375,150574
Saint Lucia,Upper middle income,LCA,1862,NA,NA,28183
Saint Lucia,Upper middle income,LCA,1863,NA,NA,28686
Saint Lucia,Upper middle income,LCA,1824,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1770,NA,NA,2655
Saint Lucia,Upper middle income,LCA,1780,NA,NA,2873
Saint Lucia,Upper middle income,LCA,1790,NA,NA,3109
Saint Lucia,Upper middle income,LCA,2002,NA,12389.4287109375,161814
Saint Lucia,Upper middle income,LCA,1828,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1829,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1830,NA,NA,24000
Saint Lucia,Upper middle income,LCA,2007,NA,14169,167524
Saint Lucia,Upper middle income,LCA,1730,NA,NA,1937
Saint Lucia,Upper middle income,LCA,1875,NA,NA,35977
Saint Lucia,Upper middle income,LCA,2010,NA,14137.58984375,170950
Saint Lucia,Upper middle income,LCA,2011,NA,14789.966796875,172157
Saint Lucia,Upper middle income,LCA,1760,NA,NA,2454
Saint Lucia,Upper middle income,LCA,1864,NA,NA,29198
Saint Lucia,Upper middle income,LCA,1865,NA,NA,29720
Saint Lucia,Upper middle income,LCA,1866,NA,NA,30251
Saint Lucia,Upper middle income,LCA,1800,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1801,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1842,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1964,NA,NA,95965
Saint Lucia,Upper middle income,LCA,1965,NA,NA,97042
Saint Lucia,Upper middle income,LCA,1966,NA,NA,98142
Saint Lucia,Upper middle income,LCA,1846,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1968,NA,NA,100427
Saint Lucia,Upper middle income,LCA,1969,NA,NA,101623
Saint Lucia,Upper middle income,LCA,1970,NA,NA,103108
Saint Lucia,Upper middle income,LCA,1836,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1837,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1918,NA,NA,53865
Saint Lucia,Upper middle income,LCA,1867,NA,NA,30791
Saint Lucia,Upper middle income,LCA,1949,NA,NA,81842
Saint Lucia,Upper middle income,LCA,1841,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1990,NA,11732.9833984375,142315
Saint Lucia,Upper middle income,LCA,1855,NA,NA,25551
Saint Lucia,Upper middle income,LCA,1991,NA,11610.3330078125,144287
Saint Lucia,Upper middle income,LCA,1874,NA,NA,35247
Saint Lucia,Upper middle income,LCA,1833,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1995,NA,12422.6611328125,152368
Saint Lucia,Upper middle income,LCA,1996,NA,12616.8369140625,153982
Saint Lucia,Upper middle income,LCA,2009,NA,14065.423828125,169694
Saint Lucia,Upper middle income,LCA,1945,NA,NA,77986
Saint Lucia,Upper middle income,LCA,1946,NA,NA,78940
Saint Lucia,Upper middle income,LCA,1839,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1840,NA,NA,24000
Saint Lucia,Upper middle income,LCA,2001,NA,12432.2685546875,160611
Saint Lucia,Upper middle income,LCA,1950,NA,NA,86716
Saint Lucia,Upper middle income,LCA,1951,NA,NA,87330
Saint Lucia,Upper middle income,LCA,1831,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1952,NA,NA,87546
Saint Lucia,Upper middle income,LCA,1967,NA,NA,99268
Saint Lucia,Upper middle income,LCA,1740,NA,NA,2096
Saint Lucia,Upper middle income,LCA,1750,NA,NA,2268
Saint Lucia,Upper middle income,LCA,1834,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1957,NA,NA,89449
Saint Lucia,Upper middle income,LCA,1958,NA,NA,90049
Saint Lucia,Upper middle income,LCA,1947,NA,NA,79905
Saint Lucia,Upper middle income,LCA,1948,NA,NA,80883
Saint Lucia,Upper middle income,LCA,1961,NA,NA,92783
Saint Lucia,Upper middle income,LCA,1963,NA,NA,94905
Saint Lucia,Upper middle income,LCA,1832,NA,NA,24000
Saint Lucia,Upper middle income,LCA,2008,NA,14663.236328125,168584
Saint Lucia,Upper middle income,LCA,1960,NA,NA,91629
Saint Lucia,Upper middle income,LCA,1953,NA,NA,87787
Saint Lucia,Upper middle income,LCA,1997,NA,12356.330078125,155472
Saint Lucia,Upper middle income,LCA,1838,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1998,NA,12952.6181640625,156872
Saint Lucia,Upper middle income,LCA,1835,NA,NA,24000
Saint Lucia,Upper middle income,LCA,1962,NA,NA,93843
Saint Lucia,Upper middle income,LCA,1956,NA,NA,88934
Saint Lucia,Upper middle income,LCA,2000,NA,12989.7421875,159513
Saint Lucia,Upper middle income,LCA,1955,NA,NA,88481
Saint Lucia,Upper middle income,LCA,1999,NA,13129.927734375,158272
Saint Lucia,Upper middle income,LCA,1959,NA,NA,90695
Saint Lucia,Upper middle income,LCA,1954,NA,NA,88101
Saint Martin (French part),High income,MAF,1985,NA,NA,15736
Saint Martin (French part),High income,MAF,1971,NA,NA,5981
Saint Martin (French part),High income,MAF,1978,NA,NA,7378
Saint Martin (French part),High income,MAF,2017,NA,NA,34519
Saint Martin (French part),High income,MAF,1981,NA,NA,7982
Saint Martin (French part),High income,MAF,1970,NA,NA,5823
Saint Martin (French part),High income,MAF,1974,NA,NA,6470
Saint Martin (French part),High income,MAF,1975,NA,NA,6672
Saint Martin (French part),High income,MAF,1972,NA,NA,6136
Saint Martin (French part),High income,MAF,1986,NA,NA,18252
Saint Martin (French part),High income,MAF,1952,NA,NA,3221
Saint Martin (French part),High income,MAF,1994,NA,NA,29401
Saint Martin (French part),High income,MAF,1977,NA,NA,7146
Saint Martin (French part),High income,MAF,2015,NA,NA,35042
Saint Martin (French part),High income,MAF,1983,NA,NA,11012
Saint Martin (French part),High income,MAF,2021,NA,NA,31964
Saint Martin (French part),High income,MAF,1995,NA,NA,29456
Saint Martin (French part),High income,MAF,1984,NA,NA,13319
Saint Martin (French part),High income,MAF,1979,NA,NA,7587
Saint Martin (French part),High income,MAF,1980,NA,NA,7797
Saint Martin (French part),High income,MAF,1987,NA,NA,20872
Saint Martin (French part),High income,MAF,1976,NA,NA,6919
Saint Martin (French part),High income,MAF,1993,NA,NA,29271
Saint Martin (French part),High income,MAF,1992,NA,NA,29058
Saint Martin (French part),High income,MAF,1969,NA,NA,5669
Saint Martin (French part),High income,MAF,1968,NA,NA,5519
Saint Martin (French part),High income,MAF,2004,NA,NA,32722
Saint Martin (French part),High income,MAF,2005,NA,NA,33477
Saint Martin (French part),High income,MAF,2006,NA,NA,34203
Saint Martin (French part),High income,MAF,1973,NA,NA,6300
Saint Martin (French part),High income,MAF,1988,NA,NA,23576
Saint Martin (French part),High income,MAF,2014,NA,NA,35280
Saint Martin (French part),High income,MAF,2013,NA,NA,35664
Saint Martin (French part),High income,MAF,1962,NA,NA,4411
Saint Martin (French part),High income,MAF,2016,NA,NA,34833
Saint Martin (French part),High income,MAF,1964,NA,NA,4688
Saint Martin (French part),High income,MAF,1965,NA,NA,4858
Saint Martin (French part),High income,MAF,1950,NA,NA,2999
Saint Martin (French part),High income,MAF,1953,NA,NA,3330
Saint Martin (French part),High income,MAF,2018,NA,NA,33879
Saint Martin (French part),High income,MAF,1982,NA,NA,8978
Saint Martin (French part),High income,MAF,2020,NA,NA,32577
Saint Martin (French part),High income,MAF,1997,NA,NA,29322
Saint Martin (French part),High income,MAF,2008,NA,NA,35566
Saint Martin (French part),High income,MAF,2011,NA,NA,36370
Saint Martin (French part),High income,MAF,2012,NA,NA,36052
Saint Martin (French part),High income,MAF,1960,NA,NA,4152
Saint Martin (French part),High income,MAF,1959,NA,NA,4024
Saint Martin (French part),High income,MAF,1989,NA,NA,26325
Saint Martin (French part),High income,MAF,1990,NA,NA,28150
Saint Martin (French part),High income,MAF,1966,NA,NA,5066
Saint Martin (French part),High income,MAF,1967,NA,NA,5318
Saint Martin (French part),High income,MAF,1954,NA,NA,3446
Saint Martin (French part),High income,MAF,1955,NA,NA,3560
Saint Martin (French part),High income,MAF,1996,NA,NA,29430
Saint Martin (French part),High income,MAF,1956,NA,NA,3669
Saint Martin (French part),High income,MAF,2007,NA,NA,34909
Saint Martin (French part),High income,MAF,2009,NA,NA,36156
Saint Martin (French part),High income,MAF,2010,NA,NA,36478
Saint Martin (French part),High income,MAF,1991,NA,NA,28758
Saint Martin (French part),High income,MAF,1958,NA,NA,3900
Saint Martin (French part),High income,MAF,1963,NA,NA,4547
Saint Martin (French part),High income,MAF,1999,NA,NA,29120
Saint Martin (French part),High income,MAF,2019,NA,NA,33150
Saint Martin (French part),High income,MAF,2001,NA,NA,30408
Saint Martin (French part),High income,MAF,2003,NA,NA,31948
Saint Martin (French part),High income,MAF,1951,NA,NA,3113
Saint Martin (French part),High income,MAF,1961,NA,NA,4280
Saint Martin (French part),High income,MAF,2000,NA,NA,29633
Saint Martin (French part),High income,MAF,1957,NA,NA,3782
Saint Martin (French part),High income,MAF,2002,NA,NA,31185
Saint Martin (French part),High income,MAF,1998,NA,NA,29123
Saint Vincent and the Grenadines,Upper middle income,VCT,1941,NA,NA,62222
Saint Vincent and the Grenadines,Upper middle income,VCT,1956,NA,NA,74181
Saint Vincent and the Grenadines,Upper middle income,VCT,1958,NA,NA,79273
Saint Vincent and the Grenadines,Upper middle income,VCT,1950,NA,NA,61563
Saint Vincent and the Grenadines,Upper middle income,VCT,1949,NA,NA,66186
Saint Vincent and the Grenadines,Upper middle income,VCT,1827,NA,NA,26710
Saint Vincent and the Grenadines,Upper middle income,VCT,1951,NA,NA,63423
Saint Vincent and the Grenadines,Upper middle income,VCT,1952,NA,NA,65383
Saint Vincent and the Grenadines,Upper middle income,VCT,1942,NA,NA,62884
Saint Vincent and the Grenadines,Upper middle income,VCT,1830,NA,NA,27118
Saint Vincent and the Grenadines,Upper middle income,VCT,1957,NA,NA,76671
Saint Vincent and the Grenadines,Upper middle income,VCT,1998,41,8281.0576171875,114177
Saint Vincent and the Grenadines,Upper middle income,VCT,1946,NA,NA,64653
Saint Vincent and the Grenadines,Upper middle income,VCT,1943,NA,NA,63322
Saint Vincent and the Grenadines,Upper middle income,VCT,1826,NA,NA,26575
Saint Vincent and the Grenadines,Upper middle income,VCT,1945,NA,NA,64206
Saint Vincent and the Grenadines,Upper middle income,VCT,1828,NA,NA,26845
Saint Vincent and the Grenadines,Upper middle income,VCT,1948,NA,NA,65556
Saint Vincent and the Grenadines,Upper middle income,VCT,1989,NA,NA,112334
Saint Vincent and the Grenadines,Upper middle income,VCT,1988,NA,NA,112098
Saint Vincent and the Grenadines,Upper middle income,VCT,1844,NA,NA,29105
Saint Vincent and the Grenadines,Upper middle income,VCT,1845,NA,NA,29252
Saint Vincent and the Grenadines,Upper middle income,VCT,1953,NA,NA,67441
Saint Vincent and the Grenadines,Upper middle income,VCT,1954,NA,NA,69609
Saint Vincent and the Grenadines,Upper middle income,VCT,1955,NA,NA,71837
Saint Vincent and the Grenadines,Upper middle income,VCT,1834,NA,NA,27671
Saint Vincent and the Grenadines,Upper middle income,VCT,1947,NA,NA,65103
Saint Vincent and the Grenadines,Upper middle income,VCT,1825,NA,NA,26441
Saint Vincent and the Grenadines,Upper middle income,VCT,1993,38,7119.02978515625,113639
Saint Vincent and the Grenadines,Upper middle income,VCT,1994,40,7025.18896484375,113965
Saint Vincent and the Grenadines,Upper middle income,VCT,1829,NA,NA,26981
Saint Vincent and the Grenadines,Upper middle income,VCT,1842,NA,NA,28812
Saint Vincent and the Grenadines,Upper middle income,VCT,1997,41,7949.16650390625,114290
Saint Vincent and the Grenadines,Upper middle income,VCT,1940,NA,NA,61342
Saint Vincent and the Grenadines,Upper middle income,VCT,1818,NA,NA,25781
Saint Vincent and the Grenadines,Upper middle income,VCT,1819,NA,NA,25807
Saint Vincent and the Grenadines,Upper middle income,VCT,1820,NA,NA,25859
Saint Vincent and the Grenadines,Upper middle income,VCT,1821,NA,NA,25938
Saint Vincent and the Grenadines,Upper middle income,VCT,1944,NA,NA,63762
Saint Vincent and the Grenadines,Upper middle income,VCT,1959,NA,NA,82001
Saint Vincent and the Grenadines,Upper middle income,VCT,1960,NA,NA,84157
Saint Vincent and the Grenadines,Upper middle income,VCT,1992,37,6671.5029296875,113235
Saint Vincent and the Grenadines,Upper middle income,VCT,1863,NA,NA,33157
Saint Vincent and the Grenadines,Upper middle income,VCT,1995,42,7571.93212890625,114187
Saint Vincent and the Grenadines,Upper middle income,VCT,1865,NA,NA,33948
Saint Vincent and the Grenadines,Upper middle income,VCT,1866,NA,NA,34350
Saint Vincent and the Grenadines,Upper middle income,VCT,1867,NA,NA,34757
Saint Vincent and the Grenadines,Upper middle income,VCT,1868,NA,NA,35169
